2025-07-23 10:48:37 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:37:28 | WARNING  | werkzeug             | _log                 |  * Debugger is active!
2025-07-24 11:37:28 | INFO     | werkzeug             | _log                 |  * Debugger PIN: 137-131-109
2025-07-24 11:45:10 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:45:14 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:45:14 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:45:14 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:45:14 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:45:24 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:45:24 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:45:24 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:45:25 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:45:25 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:45:27 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 11:45:27 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T08:45:27.560116', 'session_ended': True}
2025-07-24 11:45:27 | INFO     | root                 | logout               | Persisted authentication state removed
2025-07-24 11:49:01 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:49:05 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:49:05 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:49:05 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:49:05 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:49:25 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 11:49:25 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T08:49:25.400127', 'session_ended': True}
2025-07-24 11:49:40 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:49:49 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:49:49 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:49:49 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:49:49 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:49:55 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:49:55 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:49:55 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:49:55 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:49:55 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:50:31 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:50:37 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:50:37 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:50:38 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:50:38 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:51:14 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:51:14 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 11:51:14 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:51:14 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:51:14 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:53:48 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 11:53:49 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T08:53:49.223423', 'session_ended': True}
2025-07-24 11:53:55 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:53:59 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:53:59 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:53:59 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:53:59 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:54:05 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 11:54:10 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 11:54:10 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 11:54:10 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 11:54:10 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 11:54:14 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 11:54:14 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T08:54:14.803990', 'session_ended': True}
2025-07-24 11:54:14 | INFO     | root                 | logout               | Persisted authentication state removed
2025-07-24 13:11:32 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 13:15:30 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 13:15:30 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 13:15:30 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 13:15:30 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 13:18:50 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 13:18:50 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 13:18:50] "GET / HTTP/1.1" 200 -
2025-07-24 13:21:04 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 13:21:04 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-24 13:21:04 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-24 13:21:04 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 13:21:04] "POST / HTTP/1.1" 200 -
2025-07-24 13:25:36 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 13:25:36 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 13:25:36] "POST / HTTP/1.1" 200 -
2025-07-24 13:28:02 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 13:28:02 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T10:28:02.643913', 'session_ended': True}
2025-07-24 13:28:02 | INFO     | root                 | logout               | Persisted authentication state removed
2025-07-24 13:59:26 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 14:01:42 | INFO     | root                 | authenticate_console | User admin authenticated successfully with role admin
2025-07-24 14:01:42 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 14:01:42 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 14:01:42 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 14:05:04 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for admin (admin)
2025-07-24 14:05:04 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 14:05:04] "GET / HTTP/1.1" 200 -
2025-07-24 14:06:30 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for admin (admin)
2025-07-24 14:06:30 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 31
2025-07-24 14:06:31 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 31 = 1346269
2025-07-24 14:06:31 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 14:06:31] "POST / HTTP/1.1" 200 -
2025-07-24 14:08:12 | INFO     | root                 | logout               | User admin (admin) logging out
2025-07-24 14:08:12 | INFO     | root                 | logout               | Logout details: {'user': 'admin', 'role': 'admin', 'logout_time': '2025-07-24T11:08:12.952662', 'session_ended': True}
2025-07-24 14:08:12 | INFO     | root                 | logout               | Persisted authentication state removed
2025-07-24 17:16:29 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 17:16:35 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 17:16:35 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 17:16:35 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 17:16:35 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 17:16:43 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 17:16:43 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:16:43] "GET / HTTP/1.1" 200 -
2025-07-24 17:16:43 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:16:43] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-07-24 17:16:48 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 17:16:48 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-24 17:16:48 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-24 17:16:48 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:16:48] "POST / HTTP/1.1" 200 -
2025-07-24 17:16:59 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 17:16:59 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:16:59] "POST / HTTP/1.1" 200 -
2025-07-24 17:17:04 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 17:17:04 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T14:17:04.520517', 'session_ended': True}
2025-07-24 17:17:04 | INFO     | root                 | logout               | Persisted authentication state removed
2025-07-24 17:33:54 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 17:33:58 | INFO     | root                 | authenticate_console | User user authenticated successfully with role user
2025-07-24 17:33:58 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 17:33:58 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-07-24 17:33:58 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 17:34:05 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 17:34:05 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:34:05] "GET / HTTP/1.1" 200 -
2025-07-24 17:34:09 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 17:34:09 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-24 17:34:10 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-24 17:34:10 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:34:10] "POST / HTTP/1.1" 200 -
2025-07-24 17:34:12 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 17:34:12 | INFO     | werkzeug             | _log                 | 127.0.0.1 - - [24/Jul/2025 17:34:12] "POST / HTTP/1.1" 200 -
2025-07-24 17:34:20 | INFO     | root                 | logout               | User user (user) logging out
2025-07-24 17:34:20 | INFO     | root                 | logout               | Logout details: {'user': 'user', 'role': 'user', 'logout_time': '2025-07-24T14:34:20.581659', 'session_ended': True}
2025-07-24 17:34:20 | INFO     | root                 | logout               | Persisted authentication state removed
2025-07-24 14:40:08 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 15:28:38 | INFO     | root                 | init_database        | Database initialized successfully
2025-07-24 15:28:38 | INFO     | root                 | get_container_auth_from_env | Container authentication credentials found for user: user
2025-07-24 15:28:38 | INFO     | root                 | authenticate_container_mode | Container authentication successful for user (user)
2025-07-24 15:28:38 | INFO     | root                 | setup_signal_handlers | Signal handlers registered for graceful shutdown
2025-07-24 15:28:38 | INFO     | werkzeug             | _log                 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://172.18.0.2:5000
2025-07-24 15:28:38 | INFO     | werkzeug             | _log                 | [33mPress CTRL+C to quit[0m
2025-07-24 15:31:09 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 15:31:09 | INFO     | werkzeug             | _log                 | 172.18.0.1 - - [24/Jul/2025 15:31:09] "GET / HTTP/1.1" 200 -
2025-07-24 15:33:46 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 15:33:46 | DEBUG    | root                 | get                  | Cache MISS for fibonacci: 29
2025-07-24 15:33:46 | DEBUG    | root                 | set                  | Cache STORED for fibonacci: 29 = 514229
2025-07-24 15:33:46 | INFO     | werkzeug             | _log                 | 172.18.0.1 - - [24/Jul/2025 15:33:46] "POST / HTTP/1.1" 200 -
2025-07-24 15:39:01 | INFO     | root                 | _load_auth_state     | Loaded persisted authentication for user (user)
2025-07-24 15:39:01 | INFO     | werkzeug             | _log                 | 172.18.0.1 - - [24/Jul/2025 15:39:01] "POST / HTTP/1.1" 200 -
